cadena,bandera,provincia,lat,lon,id_comercio,id_sucursal
Carrefour,Hipermercado Carrefour,AR-C,-34.601173,-58.399769,10,529
Carrefour,Hipermercado Carrefour,AR-C,-34.601074,-58.494610,10,492
Carrefour,Hipermercado Carrefour,AR-C,-34.600815,-58.374107,10,562
Carrefour,Hipermercado Carrefour,AR-C,-34.600655,-58.488136,10,797
Carrefour,Hipermercado Carrefour,AR-C,-34.600613,-58.430801,10,604
Carrefour,Hipermercado Carrefour,AR-C,-34.600567,-58.511326,10,310
Carrefour,Hipermercado Carrefour,AR-C,-34.599934,-58.376923,10,682
Carrefour,Hipermercado Carrefour,AR-C,-34.599869,-58.396275,10,577
Carrefour,Hipermercado Carrefour,AR-C,-34.599812,-58.433800,10,528
Carrefour,Hipermercado Carrefour,AR-C,-34.599670,-58.372051,10,341
Carrefour,Hipermercado Carrefour,AR-C,-34.599510,-58.369907,10,656
Carrefour,Hipermercado Carrefour,AR-C,-34.599281,-58.406197,10,565
Carrefour,Hipermercado Carrefour,AR-C,-34.599262,-58.387550,10,199
Carrefour,Hipermercado Carrefour,AR-C,-34.599232,-58.390541,10,490
Carrefour,Hipermercado Carrefour,AR-C,-34.598927,-58.491825,10,624
Carrefour,Hipermercado Carrefour,AR-C,-34.598827,-58.412056,10,868
Carrefour,Hipermercado Carrefour,AR-C,-34.598782,-58.385460,10,303
Carrefour,Hipermercado Carrefour,AR-C,-34.598763,-58.403084,10,381
Carrefour,Hipermercado Carrefour,AR-C,-34.598621,-58.378292,10,302
Carrefour,Hipermercado Carrefour,AR-C,-34.598396,-58.497334,10,315
Carrefour,Hipermercado Carrefour,AR-C,-34.598186,-58.444984,10,608
Carrefour,Hipermercado Carrefour,AR-C,-34.598160,-58.438435,10,748
Carrefour,Hipermercado Carrefour,AR-C,-34.598083,-58.500118,10,791
Carrefour,Hipermercado Carrefour,AR-C,-34.597881,-58.403782,10,355
Carrefour,Hipermercado Carrefour,AR-C,-34.597862,-58.426804,10,367
Carrefour,Hipermercado Carrefour,AR-C,-34.597675,-58.380135,10,213
Carrefour,Hipermercado Carrefour,AR-C,-34.597580,-58.419235,10,573
Carrefour,Hipermercado Carrefour,AR-C,-34.597496,-58.484573,10,588
Carrefour,Hipermercado Carrefour,AR-C,-34.597351,-58.374516,10,334
Carrefour,Hipermercado Carrefour,AR-C,-34.597279,-58.376976,10,541
Carrefour,Hipermercado Carrefour,AR-C,-34.596863,-58.399570,10,344
Carrefour,Hipermercado Carrefour,AR-C,-34.596710,-58.412792,10,809
Carrefour,Hipermercado Carrefour,AR-C,-34.596672,-58.442253,10,780
Carrefour,Hipermercado Carrefour,AR-C,-34.596321,-58.388332,10,354
Carrefour,Hipermercado Carrefour,AR-C,-34.596287,-58.384178,10,545
Carrefour,Hipermercado Carrefour,AR-C,-34.596001,-58.424252,10,747
Carrefour,Hipermercado Carrefour,AR-C,-34.595928,-58.378525,10,751
Carrefour,Hipermercado Carrefour,AR-C,-34.595879,-58.438599,10,759
Carrefour,Hipermercado Carrefour,AR-C,-34.595837,-58.473942,10,26
Carrefour,Hipermercado Carrefour,AR-C,-34.595814,-58.395424,10,116
Carrefour,Hipermercado Carrefour,AR-C,-34.595791,-58.500057,10,586
Carrefour,Hipermercado Carrefour,AR-C,-34.595055,-58.391998,10,352
Carrefour,Hipermercado Carrefour,AR-C,-34.594898,-58.410419,10,756
Carrefour,Hipermercado Carrefour,AR-C,-34.594765,-58.406364,10,317
Carrefour,Hipermercado Carrefour,AR-C,-34.594559,-58.401672,10,757
Carrefour,Hipermercado Carrefour,AR-C,-34.594505,-58.428738,10,661
Carrefour,Hipermercado Carrefour,AR-C,-34.594276,-58.441357,10,859
Carrefour,Hipermercado Carrefour,AR-C,-34.594170,-58.374180,10,823
Carrefour,Hipermercado Carrefour,AR-C,-34.594017,-58.381012,10,299
Carrefour,Hipermercado Carrefour,AR-C,-34.593956,-58.412910,10,332
Carrefour,Hipermercado Carrefour,AR-C,-34.593559,-58.445667,10,397
Carrefour,Hipermercado Carrefour,AR-C,-34.593273,-58.502323,10,322
Carrefour,Hipermercado Carrefour,AR-C,-34.592701,-58.394833,10,636
Carrefour,Hipermercado Carrefour,AR-C,-34.592438,-58.410870,10,331
Carrefour,Hipermercado Carrefour,AR-C,-34.592171,-58.427223,10,679
Carrefour,Hipermercado Carrefour,AR-C,-34.592113,-58.392509,10,192
Carrefour,Hipermercado Carrefour,AR-C,-34.591949,-58.389725,10,118
Carrefour,Hipermercado Carrefour,AR-C,-34.591614,-58.433899,10,715
Carrefour,Hipermercado Carrefour,AR-C,-34.591564,-58.379253,10,318
Carrefour,Hipermercado Carrefour,AR-C,-34.591419,-58.446922,10,547
Carrefour,Hipermercado Carrefour,AR-C,-34.591312,-58.412544,10,336
Carrefour,Hipermercado Carrefour,AR-C,-34.591206,-58.414513,10,788
Carrefour,Hipermercado Carrefour,AR-C,-34.591206,-58.395573,10,717
Carrefour,Hipermercado Carrefour,AR-C,-34.590923,-58.418686,10,838
Carrefour,Hipermercado Carrefour,AR-C,-34.590736,-58.393414,10,307
Carrefour,Hipermercado Carrefour,AR-C,-34.590141,-58.405533,10,206
Carrefour,Hipermercado Carrefour,AR-C,-34.589703,-58.431667,10,745
Carrefour,Hipermercado Carrefour,AR-C,-34.589508,-58.422997,10,277
Carrefour,Hipermercado Carrefour,AR-C,-34.589233,-58.504505,10,781
Carrefour,Hipermercado Carrefour,AR-C,-34.588997,-58.409050,10,378
Carrefour,Hipermercado Carrefour,AR-C,-34.588802,-58.400574,10,590
Carrefour,Hipermercado Carrefour,AR-C,-34.588207,-58.419052,10,630
Carrefour,Hipermercado Carrefour,AR-C,-34.587997,-58.390469,10,773
Carrefour,Hipermercado Carrefour,AR-C,-34.587784,-58.397900,10,735
Carrefour,Hipermercado Carrefour,AR-C,-34.587467,-58.412708,10,150
Carrefour,Hipermercado Carrefour,AR-C,-34.587265,-58.423107,10,795
Carrefour,Hipermercado Carrefour,AR-C,-34.586853,-58.401466,10,347
Carrefour,Hipermercado Carrefour,AR-C,-34.586704,-58.481354,10,360
Carrefour,Hipermercado Carrefour,AR-C,-34.586624,-58.419376,10,493
Carrefour,Hipermercado Carrefour,AR-C,-34.586510,-58.398129,10,260
Carrefour,Hipermercado Carrefour,AR-C,-34.585934,-58.501808,10,258
Carrefour,Hipermercado Carrefour,AR-C,-34.585915,-58.394398,10,301
Carrefour,Hipermercado Carrefour,AR-C,-34.585892,-58.454273,10,395
Carrefour,Hipermercado Carrefour,AR-C,-34.585728,-58.388054,10,569
Carrefour,Hipermercado Carrefour,AR-C,-34.584938,-58.488308,10,808
Carrefour,Hipermercado Carrefour,AR-C,-34.584824,-58.400040,10,327
Carrefour,Hipermercado Carrefour,AR-C,-34.584805,-58.419018,10,555
Carrefour,Hipermercado Carrefour,AR-C,-34.583542,-58.403812,10,652
Carrefour,Hipermercado Carrefour,AR-C,-34.583172,-58.427612,10,527
Carrefour,Hipermercado Carrefour,AR-C,-34.583111,-58.423668,10,537
Carrefour,Hipermercado Carrefour,AR-C,-34.582821,-58.407417,10,754
Carrefour,Hipermercado Carrefour,AR-C,-34.582298,-58.451839,10,596
Carrefour,Hipermercado Carrefour,AR-C,-34.582214,-58.421028,10,392
Carrefour,Hipermercado Carrefour,AR-C,-34.581280,-58.449051,10,711
Carrefour,Hipermercado Carrefour,AR-C,-34.581139,-58.473713,10,339
Carrefour,Hipermercado Carrefour,AR-C,-34.580624,-58.440151,10,531
Carrefour,Hipermercado Carrefour,AR-C,-34.580555,-58.460541,10,848
Carrefour,Hipermercado Carrefour,AR-C,-34.580524,-58.405895,10,618
Carrefour,Hipermercado Carrefour,AR-C,-34.580521,-58.410332,10,215
Carrefour,Hipermercado Carrefour,AR-C,-34.579708,-58.434124,10,799
Carrefour,Hipermercado Carrefour,AR-C,-34.579674,-58.484631,10,777
Carrefour,Hipermercado Carrefour,AR-C,-34.579304,-58.424095,10,394
Carrefour,Hipermercado Carrefour,AR-C,-34.579041,-58.456242,10,811
Carrefour,Hipermercado Carrefour,AR-C,-34.579006,-58.490395,10,371
Carrefour,Hipermercado Carrefour,AR-C,-34.578915,-58.425514,10,870
Carrefour,Hipermercado Carrefour,AR-C,-34.578743,-58.469273,10,566
Carrefour,Hipermercado Carrefour,AR-C,-34.578499,-58.494347,10,849
Carrefour,Hipermercado Carrefour,AR-C,-34.578121,-58.480705,10,741
Carrefour,Hipermercado Carrefour,AR-C,-34.578079,-58.439339,10,699
Carrefour,Hipermercado Carrefour,AR-C,-34.577797,-58.424332,10,328
Carrefour,Hipermercado Carrefour,AR-C,-34.577278,-58.449062,10,519
Carrefour,Hipermercado Carrefour,AR-C,-34.577206,-58.494766,10,220
Carrefour,Hipermercado Carrefour,AR-C,-34.577198,-58.422356,10,306
Carrefour,Hipermercado Carrefour,AR-C,-34.576801,-58.486599,10,543
Carrefour,Hipermercado Carrefour,AR-C,-34.576786,-58.430992,10,403
Carrefour,Hipermercado Carrefour,AR-C,-34.575947,-58.433487,10,389
Carrefour,Hipermercado Carrefour,AR-C,-34.575306,-58.422855,10,312
Carrefour,Hipermercado Carrefour,AR-C,-34.574829,-58.436127,10,349
Carrefour,Hipermercado Carrefour,AR-C,-34.574635,-58.403801,10,6
Carrefour,Hipermercado Carrefour,AR-C,-34.574478,-58.473045,10,714
Carrefour,Hipermercado Carrefour,AR-C,-34.574379,-58.482128,10,195
Carrefour,Hipermercado Carrefour,AR-C,-34.574055,-58.420475,10,660
Carrefour,Hipermercado Carrefour,AR-C,-34.573879,-58.442051,10,364
Carrefour,Hipermercado Carrefour,AR-C,-34.573101,-58.451283,10,659
Carrefour,Hipermercado Carrefour,AR-C,-34.572842,-58.489510,10,646
Carrefour,Hipermercado Carrefour,AR-C,-34.572189,-58.446056,10,337
Carrefour,Hipermercado Carrefour,AR-C,-34.571796,-58.479950,10,599
Carrefour,Hipermercado Carrefour,AR-C,-34.571129,-58.488380,10,710
Carrefour,Hipermercado Carrefour,AR-C,-34.570618,-58.491898,10,548
Carrefour,Hipermercado Carrefour,AR-C,-34.570335,-58.507790,10,816
Carrefour,Hipermercado Carrefour,AR-C,-34.569916,-58.450470,10,343
Carrefour,Hipermercado Carrefour,AR-C,-34.568676,-58.434872,10,251
Carrefour,Hipermercado Carrefour,AR-C,-34.568295,-58.444458,10,559
Carrefour,Hipermercado Carrefour,AR-C,-34.567928,-58.448669,10,783
Carrefour,Hipermercado Carrefour,AR-C,-34.567589,-58.486435,10,582
Carrefour,Hipermercado Carrefour,AR-C,-34.567329,-58.472778,10,374
Carrefour,Hipermercado Carrefour,AR-C,-34.567226,-58.456532,10,361
Carrefour,Hipermercado Carrefour,AR-C,-34.567074,-58.454063,10,674
Carrefour,Hipermercado Carrefour,AR-C,-34.567047,-58.490608,10,845
Carrefour,Hipermercado Carrefour,AR-C,-34.566540,-58.431946,10,609
Carrefour,Hipermercado Carrefour,AR-C,-34.565979,-58.458408,10,671
Carrefour,Hipermercado Carrefour,AR-C,-34.565102,-58.462055,10,182
Carrefour,Hipermercado Carrefour,AR-C,-34.565079,-58.470703,10,551
Carrefour,Hipermercado Carrefour,AR-C,-34.564602,-58.464260,10,782
Carrefour,Hipermercado Carrefour,AR-C,-34.564491,-58.455868,10,320
Carrefour,Hipermercado Carrefour,AR-C,-34.563763,-58.439289,10,828
Carrefour,Hipermercado Carrefour,AR-C,-34.562325,-58.466949,10,617
Carrefour,Hipermercado Carrefour,AR-C,-34.561752,-58.462284,10,325
Carrefour,Hipermercado Carrefour,AR-C,-34.561264,-58.464249,10,683
Carrefour,Hipermercado Carrefour,AR-C,-34.560974,-58.452618,10,351
Carrefour,Hipermercado Carrefour,AR-C,-34.560829,-58.466183,10,739
Carrefour,Hipermercado Carrefour,AR-C,-34.560169,-58.463181,10,311
Carrefour,Hipermercado Carrefour,AR-C,-34.558823,-58.459351,10,120
Carrefour,Hipermercado Carrefour,AR-C,-34.557915,-58.463203,10,632
Carrefour,Hipermercado Carrefour,AR-C,-34.557693,-58.448566,10,426
Carrefour,Hipermercado Carrefour,AR-C,-34.557442,-58.453503,10,568
Carrefour,Hipermercado Carrefour,AR-C,-34.557293,-58.465851,10,613
Carrefour,Hipermercado Carrefour,AR-C,-34.557056,-58.445843,10,592
Carrefour,Hipermercado Carrefour,AR-C,-34.556942,-58.479744,10,837
Carrefour,Hipermercado Carrefour,AR-C,-34.556576,-58.459213,10,798
Carrefour,Hipermercado Carrefour,AR-C,-34.555965,-58.450047,10,313
Carrefour,Hipermercado Carrefour,AR-C,-34.555786,-58.462147,10,391
Carrefour,Hipermercado Carrefour,AR-C,-34.555470,-58.479996,10,525
Carrefour,Hipermercado Carrefour,AR-C,-34.554653,-58.460289,10,335
Carrefour,Hipermercado Carrefour,AR-C,-34.553982,-58.452839,10,271
Carrefour,Hipermercado Carrefour,AR-C,-34.553982,-58.436642,10,716
Carrefour,Hipermercado Carrefour,AR-C,-34.553375,-58.462109,10,368
Carrefour,Hipermercado Carrefour,AR-C,-34.553169,-58.465771,10,198
Carrefour,Hipermercado Carrefour,AR-C,-34.550987,-58.456097,10,829
Carrefour,Hipermercado Carrefour,AR-C,-34.550186,-58.476601,10,574
Carrefour,Hipermercado Carrefour,AR-C,-34.548679,-58.468609,10,273
Carrefour,Hipermercado Carrefour,AR-C,-34.546871,-58.469494,10,819
Carrefour,Hipermercado Carrefour,AR-C,-34.546307,-58.463161,10,556
Carrefour,Hipermercado Carrefour,AR-C,-34.545639,-58.459568,10,576
Carrefour,Hipermercado Carrefour,AR-C,-34.544640,-58.471794,10,877
Carrefour,Hipermercado Carrefour,AR-C,-34.543232,-58.463146,10,373
Carrefour,Hipermercado Carrefour,AR-C,-34.542271,-58.477905,10,850
Carrefour,Hipermercado Carrefour,AR-C,-34.540539,-58.472054,10,300
Carrefour,Hipermercado Carrefour,AR-C,-33.319164,-66.326927,10,70
Carrefour,Hipermercado Carrefour,AR-C,-32.890285,-68.837128,10,172
Carrefour,Hipermercado Carrefour,AR-C,-31.657557,-64.432327,10,869
Carrefour,Hipermercado Carrefour,AR-C,-31.656729,-64.428596,10,861
Carrefour,Hipermercado Carrefour,AR-C,-31.460585,-64.215363,10,504
Carrefour,Hipermercado Carrefour,AR-C,-31.431692,-64.191582,10,224
Carrefour,Hipermercado Carrefour,AR-C,-31.426418,-64.215645,10,876
Carrefour,Hipermercado Carrefour,AR-C,-31.425365,-64.187645,10,873
Carrefour,Hipermercado Carrefour,AR-C,-31.423395,-64.179535,10,222
Carrefour,Hipermercado Carrefour,AR-C,-31.422512,-64.496979,10,270
Carrefour,Hipermercado Carrefour,AR-C,-31.418749,-64.178711,10,163
Carrefour,Hipermercado Carrefour,AR-C,-31.417324,-64.188484,10,173
Carrefour,Hipermercado Carrefour,AR-C,-31.406960,-64.224274,10,6001
Carrefour,Hipermercado Carrefour,AR-C,-31.389307,-64.134308,10,194
Carrefour,Hipermercado Carrefour,AR-C,-31.389248,-64.215561,10,223
Carrefour,Hipermercado Carrefour,AR-C,-31.387152,-64.215149,10,874
Carrefour,Hipermercado Carrefour,AR-C,-31.386372,-64.227570,10,281
Carrefour,Hipermercado Carrefour,AR-C,-31.380100,-64.245392,10,225
Carrefour,Hipermercado Carrefour,AR-C,-31.377588,-64.277557,10,280
Carrefour,Hipermercado Carrefour,AR-C,-31.367973,-64.177620,10,707
Carrefour,Hipermercado Carrefour,AR-C,-31.239050,-64.464622,10,865
Carrefour,Hipermercado Carrefour,AR-C,-31.167561,-64.319450,10,872
Carrefour,Hipermercado Carrefour,AR-C,-31.090725,-64.485313,10,867
Carrefour,Hipermercado Carrefour,AR-C,-30.982035,-64.491898,10,860
Carrefour,Hipermercado Carrefour,AR-C,-30.980625,-64.098343,10,871
Carrefour,Hipermercado Carrefour,AR-D,-33.675930,-65.469223,10,235
Carrefour,Hipermercado Carrefour,AR-D,-33.302750,-66.336845,10,137
Carrefour,Hipermercado Carrefour,AR-E,-32.991737,-58.521854,10,240
Carrefour,Hipermercado Carrefour,AR-E,-31.754009,-60.511242,10,263
Carrefour,Hipermercado Carrefour,AR-E,-31.748447,-60.524944,10,249
Carrefour,Hipermercado Carrefour,AR-E,-31.741747,-60.541260,10,262
Carrefour,Hipermercado Carrefour,AR-E,-31.737677,-60.524754,10,244
Carrefour,Hipermercado Carrefour,AR-E,-31.733841,-60.507687,10,266
Carrefour,Hipermercado Carrefour,AR-E,-31.730408,-60.528648,10,125
Carrefour,Hipermercado Carrefour,AR-E,-31.726740,-60.524158,10,243
Carrefour,Hipermercado Carrefour,AR-E,-31.725618,-60.533680,10,264
Carrefour,Hipermercado Carrefour,AR-E,-31.722868,-60.529163,10,181
Carrefour,Hipermercado Carrefour,AR-E,-31.396866,-58.018604,10,138
Carrefour,Hipermercado Carrefour,AR-E,-31.368881,-58.011375,10,233
Carrefour,Hipermercado Carrefour,AR-F,-29.411482,-66.856758,10,135
Carrefour,Hipermercado Carrefour,AR-H,-27.438801,-58.987385,10,44
Carrefour,Hipermercado Carrefour,AR-H,-27.437515,-59.014847,10,506
Carrefour,Hipermercado Carrefour,AR-J,-31.534016,-68.524742,10,123
Carrefour,Hipermercado Carrefour,AR-K,-28.477093,-65.778282,10,178
Carrefour,Hipermercado Carrefour,AR-K,-28.472754,-65.778435,10,132
Carrefour,Hipermercado Carrefour,AR-K,-28.464165,-65.759003,10,700
Carrefour,Hipermercado Carrefour,AR-L,-36.618340,-64.291252,10,147
Carrefour,Hipermercado Carrefour,AR-L,-36.604294,-64.280899,10,184
Carrefour,Hipermercado Carrefour,AR-M,-33.364040,-69.144081,10,286
Carrefour,Hipermercado Carrefour,AR-M,-33.082115,-68.470436,10,507
Carrefour,Hipermercado Carrefour,AR-M,-33.056206,-68.825302,10,842
Carrefour,Hipermercado Carrefour,AR-M,-33.036674,-68.878845,10,289
Carrefour,Hipermercado Carrefour,AR-M,-32.986229,-68.791367,10,851
Carrefour,Hipermercado Carrefour,AR-M,-32.928741,-68.844917,10,857
Carrefour,Hipermercado Carrefour,AR-M,-32.923428,-68.738472,10,875
Carrefour,Hipermercado Carrefour,AR-M,-32.922310,-68.847496,10,59
Carrefour,Hipermercado Carrefour,AR-M,-32.908234,-68.789276,10,17
Carrefour,Hipermercado Carrefour,AR-M,-32.903095,-68.852425,10,290
Carrefour,Hipermercado Carrefour,AR-M,-32.898998,-68.855476,10,836
Carrefour,Hipermercado Carrefour,AR-M,-32.894718,-68.839905,10,833
Carrefour,Hipermercado Carrefour,AR-M,-32.894356,-68.845100,10,282
Carrefour,Hipermercado Carrefour,AR-M,-32.892204,-68.843094,10,843
Carrefour,Hipermercado Carrefour,AR-M,-32.892189,-68.849052,10,834
Carrefour,Hipermercado Carrefour,AR-M,-32.889999,-68.840500,10,261
Carrefour,Hipermercado Carrefour,AR-M,-32.888409,-68.841667,10,822
Carrefour,Hipermercado Carrefour,AR-M,-32.885582,-68.842278,10,283
Carrefour,Hipermercado Carrefour,AR-M,-32.885048,-68.848198,10,29
Carrefour,Hipermercado Carrefour,AR-M,-32.882389,-68.844788,10,862
Carrefour,Hipermercado Carrefour,AR-M,-32.881390,-68.851349,10,267
Carrefour,Hipermercado Carrefour,AR-M,-32.877586,-68.855225,10,287
Carrefour,Hipermercado Carrefour,AR-M,-32.875259,-68.847366,10,269
Carrefour,Hipermercado Carrefour,AR-M,-32.874592,-68.856056,10,841
Carrefour,Hipermercado Carrefour,AR-M,-32.868656,-68.852646,10,288
Carrefour,Hipermercado Carrefour,AR-M,-32.720119,-68.595963,10,863
Carrefour,Hipermercado Carrefour,AR-P,-26.190380,-58.187565,10,55
Carrefour,Hipermercado Carrefour,AR-P,-26.181410,-58.166897,10,141
Carrefour,Hipermercado Carrefour,AR-Q,-38.958858,-68.058929,10,157
Carrefour,Hipermercado Carrefour,AR-Q,-38.946819,-68.110435,10,53
Carrefour,Hipermercado Carrefour,AR-R,-41.136200,-71.296791,10,149
Carrefour,Hipermercado Carrefour,AR-R,-39.030327,-67.573776,10,136
Carrefour,Hipermercado Carrefour,AR-S,-33.744186,-61.982983,10,259
Carrefour,Hipermercado Carrefour,AR-S,-32.970123,-60.628559,10,33
Carrefour,Hipermercado Carrefour,AR-S,-32.951847,-60.670441,10,32
Carrefour,Hipermercado Carrefour,AR-S,-32.942436,-60.657028,10,268
Carrefour,Hipermercado Carrefour,AR-S,-32.934017,-60.702038,10,41
Carrefour,Hipermercado Carrefour,AR-S,-32.904530,-60.727936,10,18
Carrefour,Hipermercado Carrefour,AR-T,-26.830652,-65.206886,10,176
Carrefour,Hipermercado Carrefour,AR-T,-26.830278,-65.202011,10,177
Carrefour,Hipermercado Carrefour,AR-T,-26.814606,-65.209518,10,46
Carrefour,Hipermercado Carrefour,AR-T,-26.812901,-65.292313,10,601
Carrefour,Hipermercado Carrefour,AR-U,-45.870033,-67.532669,10,292
Carrefour,Hipermercado Carrefour,AR-U,-45.861561,-67.479965,10,128
Carrefour,Hipermercado Carrefour,AR-U,-43.257504,-65.305489,10,162
Carrefour,Hipermercado Carrefour,AR-U,-43.251438,-65.309593,10,146
Carrefour,Hipermercado Carrefour,AR-U,-42.775494,-65.048584,10,179
Carrefour,Hipermercado Carrefour,AR-U,-42.766296,-65.035408,10,165
Carrefour,Hipermercado Carrefour,AR-V,-54.815338,-68.334290,10,161
Carrefour,Hipermercado Carrefour,AR-V,-53.785007,-67.702988,10,142
Carrefour,Hipermercado Carrefour,AR-V,-53.774139,-67.721619,10,180
Carrefour,Hipermercado Carrefour,AR-W,-27.477093,-58.815872,10,159
Carrefour,Hipermercado Carrefour,AR-W,-27.467798,-58.834023,10,110
Carrefour,Hipermercado Carrefour,AR-X,-33.125271,-64.349014,10,119
Carrefour,Hipermercado Carrefour,AR-X,-31.455534,-64.166092,10,24
Carrefour,Hipermercado Carrefour,AR-X,-31.431183,-64.193787,10,846
Carrefour,Hipermercado Carrefour,AR-X,-31.430384,-64.187866,10,736
Carrefour,Hipermercado Carrefour,AR-X,-31.428959,-64.191162,10,606
Carrefour,Hipermercado Carrefour,AR-X,-31.427629,-64.185974,10,790
Carrefour,Hipermercado Carrefour,AR-X,-31.427147,-64.191605,10,818
Carrefour,Hipermercado Carrefour,AR-X,-31.426126,-64.183578,10,607
Carrefour,Hipermercado Carrefour,AR-X,-31.425978,-64.192764,10,610
Carrefour,Hipermercado Carrefour,AR-X,-31.425266,-64.179611,10,764
Carrefour,Hipermercado Carrefour,AR-X,-31.423689,-64.145187,10,814
Carrefour,Hipermercado Carrefour,AR-X,-31.423132,-64.184090,10,770
Carrefour,Hipermercado Carrefour,AR-X,-31.423029,-64.186150,10,720
Carrefour,Hipermercado Carrefour,AR-X,-31.422937,-64.186859,10,768
Carrefour,Hipermercado Carrefour,AR-X,-31.422657,-64.180023,10,776
Carrefour,Hipermercado Carrefour,AR-X,-31.420530,-64.499100,10,650
Carrefour,Hipermercado Carrefour,AR-X,-31.420240,-64.189651,10,785
Carrefour,Hipermercado Carrefour,AR-X,-31.417677,-64.196823,10,793
Carrefour,Hipermercado Carrefour,AR-X,-31.417021,-64.182915,10,765
Carrefour,Hipermercado Carrefour,AR-X,-31.415770,-64.169502,10,644
Carrefour,Hipermercado Carrefour,AR-X,-31.415653,-64.183861,10,769
Carrefour,Hipermercado Carrefour,AR-X,-31.415382,-64.180511,10,641
Carrefour,Hipermercado Carrefour,AR-X,-31.415363,-64.188530,10,648
Carrefour,Hipermercado Carrefour,AR-X,-31.414696,-64.503098,10,825
Carrefour,Hipermercado Carrefour,AR-X,-31.413639,-64.169876,10,786
Carrefour,Hipermercado Carrefour,AR-X,-31.413448,-64.192039,10,772
Carrefour,Hipermercado Carrefour,AR-X,-31.412863,-64.163689,10,767
Carrefour,Hipermercado Carrefour,AR-X,-31.412485,-64.185280,10,642
Carrefour,Hipermercado Carrefour,AR-X,-31.411818,-64.209984,10,789
Carrefour,Hipermercado Carrefour,AR-X,-31.410797,-64.191841,10,853
Carrefour,Hipermercado Carrefour,AR-X,-31.409988,-64.201691,10,821
Carrefour,Hipermercado Carrefour,AR-X,-31.409132,-64.215958,10,817
Carrefour,Hipermercado Carrefour,AR-X,-31.408983,-64.197792,10,813
Carrefour,Hipermercado Carrefour,AR-X,-31.406416,-64.205612,10,810
Carrefour,Hipermercado Carrefour,AR-X,-31.402622,-64.199158,10,771
Carrefour,Hipermercado Carrefour,AR-X,-31.402220,-64.232628,10,766
Carrefour,Hipermercado Carrefour,AR-X,-31.401711,-64.196182,10,820
Carrefour,Hipermercado Carrefour,AR-X,-31.397276,-64.187065,10,784
Carrefour,Hipermercado Carrefour,AR-X,-31.393915,-64.242836,10,9
Carrefour,Hipermercado Carrefour,AR-X,-31.392338,-64.222763,10,844
Carrefour,Hipermercado Carrefour,AR-X,-31.390963,-64.184517,10,762
Carrefour,Hipermercado Carrefour,AR-X,-31.389744,-64.183701,10,794
Carrefour,Hipermercado Carrefour,AR-X,-31.382931,-64.133614,10,806
Carrefour,Hipermercado Carrefour,AR-X,-31.380407,-64.170624,10,807
Carrefour,Hipermercado Carrefour,AR-X,-31.374529,-64.213852,10,295
Carrefour,Hipermercado Carrefour,AR-X,-31.346645,-64.269295,10,50
Carrefour,Hipermercado Carrefour,AR-X,-31.300018,-64.276459,10,54
Carrefour,Hipermercado Carrefour,AR-X,-31.288101,-64.294411,10,852
Carrefour,Hipermercado Carrefour,AR-X,-31.242144,-64.465683,10,824
Carrefour,Hipermercado Carrefour,AR-X,-31.092842,-64.481361,10,847
Carrefour,Hipermercado Carrefour,AR-Z,-51.628208,-69.246758,10,48
Carrefour,Hipermercado Carrefour,AR-Z,-51.622681,-69.212837,10,143
Carrefour,Hipermercado Carrefour,AR-Z,-46.444904,-67.533791,10,63
Carrefour,Hipermercado Carrefour,,-34.633682,-58.471207,10,6007
Carrefour,Hipermercado Carrefour,,-34.620052,-58.461094,10,6032
Carrefour,Hipermercado Carrefour,,-33.020138,-68.909042,10,6014
Carrefour,Hipermercado Carrefour,,-33.008511,-68.797379,10,6027
Carrefour,Hipermercado Carrefour,,-33.005825,-68.886475,10,6013
Carrefour,Hipermercado Carrefour,,-33.000420,-68.906960,10,6019
Carrefour,Hipermercado Carrefour,,-32.992786,-68.887169,10,6017
Carrefour,Hipermercado Carrefour,,-32.986263,-68.882980,10,6018
Carrefour,Hipermercado Carrefour,,-32.962349,-68.853508,10,6015
Carrefour,Hipermercado Carrefour,,-32.959835,-68.783646,10,6022
Carrefour,Hipermercado Carrefour,,-32.905514,-68.843056,10,6029
Carrefour,Hipermercado Carrefour,,-32.901970,-68.858383,10,6028
Carrefour,Hipermercado Carrefour,,-32.893692,-68.846077,10,6026
Carrefour,Hipermercado Carrefour,,-32.893272,-68.840492,10,6023
Carrefour,Hipermercado Carrefour,,-32.891987,-68.854530,10,6025
Carrefour,Hipermercado Carrefour,,-32.887112,-68.850342,10,6024
Carrefour,Hipermercado Carrefour,,-32.883827,-68.839981,10,6021
Carrefour,Hipermercado Carrefour,,-32.883633,-68.838402,10,6020
Carrefour,Hipermercado Carrefour,,-31.653473,-63.909172,10,6003
Carrefour,Hipermercado Carrefour,,-31.418133,-64.192627,10,6004
Carrefour,Hipermercado Carrefour,,-31.408691,-64.207626,10,6010
Carrefour,Hipermercado Carrefour,,-31.401735,-64.221313,10,6011
Carrefour,Hipermercado Carrefour,,-31.400816,-64.181450,10,6005
Carrefour,Hipermercado Carrefour,,-31.397186,-64.199158,10,6030
Carrefour,Hipermercado Carrefour,,-31.377924,-64.204323,10,6006
Carrefour,Hipermercado Carrefour,,-31.309290,-64.287994,10,6012
Carrefour,Hipermercado Carrefour,,-24.797726,-65.478073,10,6033
Carrefour,Hipermercado Carrefour,,-24.790289,-65.410294,10,6008
